file	bytes	sha256	upstream_path
c9f2333790b717fb.cms	3399	c9f2333790b717fb701ba124589ab2201b36bb04ecb36a2a914bcd2a41140a74	SignedValidNegativeSerialNumberTest14.p7m
919efbffefc8b9d0.cms	3510	919efbffefc8b9d0d3111495c6cc8c61d287e7f457e94513eda891bd546aeb98	SignedValidNoissuingDistributionPointTest10.p7m
63186f561ff0209e.cms	3368	63186f561ff0209e1fd7810ce04a5d195232e74fa5b1c06af5873b6ce2f77ff6	SignedValidPolicyMappingTest1.p7m
0b62cce99419a57c.cms	4846	0b62cce99419a57cc75c152881bc918340340762d5366429ed6f9727c0be9ba2	SignedValidPolicyMappingTest11.p7m
c8789a0b207ad2bf.cms	3817	c8789a0b207ad2bf1af2395a46dda1d0d86c35ea2ce91b846c698990de117c48	SignedValidPolicyMappingTest12.p7m
44207570e8d7dae4.cms	3774	44207570e8d7dae4c1f3602b6ea475746ae3845ab5042f849675c3df2aaab692	SignedValidPolicyMappingTest13.p7m
32f073777eb0a2cf.cms	3774	32f073777eb0a2cf209fb0969048015d08b0f05abace9efb94d0e80772be4eaa	SignedValidPolicyMappingTest14.p7m
8cfd87ad1a5501eb.cms	6315	8cfd87ad1a5501eb51aac44d2f80d0930973b364c69890c700ea86536b79b34a	SignedValidPolicyMappingTest3.p7m
32e3a2667e18f183.cms	4910	32e3a2667e18f18344f905da2d83a9dc7b79cf011b247b3eb4cf9b23b5101920	SignedValidPolicyMappingTest5.p7m
468cf4b2a0ee6998.cms	4910	468cf4b2a0ee699805fe07a8f0e4c40758aef88a18f4148870deeabdebe2d43e	SignedValidPolicyMappingTest6.p7m
7d44c14110a9b8a3.cms	3406	7d44c14110a9b8a3f3d26f4d585d6b64fb2c07a79c4bfe99f9fc5a26d187d94f	SignedValidPolicyMappingTest9.p7m
f8ca48fd7d2a6151.cms	3636	f8ca48fd7d2a6151741bfa99515c267dea20f0b2b15dcca5884dceefaea82538	SignedValidRFC3280MandatoryAttributeTypesTest7.p7m
f023ae4aba28801e.cms	3684	f023ae4aba28801ebd6263925d6ea5128f06c9620cd6990d32dd10a59ce763cb	SignedValidRFC3280OptionalAttributeTypesTest8.p7m
e37c40de474182a1.cms	3463	e37c40de474182a1bdacb59a394c38b5a8fb5d364f093d8cd50a63a579c9df2b	SignedValidRFC822nameConstraintsTest21.p7m
b929d8f321635560.cms	3451	b929d8f321635560320ab51c6f96ba69dd5edb2f691971b2123c344636b65fd1	SignedValidRFC822nameConstraintsTest23.p7m
446b12f12adbe447.cms	3462	446b12f12adbe447fb3de39791bc3277104ed8cc2a6fb76766597f88bdee0e83	SignedValidRFC822nameConstraintsTest25.p7m
6cb53372a7e953d6.cms	7602	6cb53372a7e953d661f8817ff9e634e5c8d87ebaf31b2533295eb6c2360f96a6	SignedValidRequireExplicitPolicyTest1.p7m
295bf92f61d37af9.cms	7589	295bf92f61d37af996db07091f0b35cc598ac3d60548f3f7e5344edeab30a849	SignedValidRequireExplicitPolicyTest2.p7m
fe817d4c2753275b.cms	7614	fe817d4c2753275bf07af92df9a39299934f0de40c74f95c906d3ee136021520	SignedValidRequireExplicitPolicyTest4.p7m
56622c0c3f413bd4.cms	3454	56622c0c3f413bd461f230ad2430e251343d60d3c76ad4dc0e81d86157fd1bc8	SignedValidRolloverfromPrintableStringtoUTF8StringTest10.p7m
ce41dd41f80ac1d6.cms	4393	ce41dd41f80ac1d6578b384cbc8e90aaff273ab35d58dd08f6effbd70891a691	SignedValidSelfIssuedDNnameConstraintsTest19.p7m
3cd48e8ec3fc122e.cms	5680	3cd48e8ec3fc122e47a1c03cdbc8267153fe5df3d3f1716625beda8881d730c9	SignedValidSelfIssuedinhibitAnyPolicyTest7.p7m
5780d39718515553.cms	6599	5780d397185155539fc22c2524427f2ec4257c30f55137fdb9f29812e9d83846	SignedValidSelfIssuedinhibitAnyPolicyTest9.p7m
55465d0541691467.cms	5782	55465d0541691467eda15d35ec5cc49e9c7171672489d7b97fa025548a7f05df	SignedValidSelfIssuedinhibitPolicyMappingTest7.p7m
44d32ec0371c0181.cms	4274	44d32ec0371c0181491029be51ff7cfed267d1a857a50a6c2f9c7298cce629ba	SignedValidSelfIssuedpathLenConstraintTest15.p7m
fac2c9803b9c878b.cms	6590	fac2c9803b9c878b94320e26f030539f1e9fad5ff71b3205d5aca453d70862f2	SignedValidSelfIssuedpathLenConstraintTest17.p7m
cbc524205c2d79e0.cms	4292	cbc524205c2d79e02781fbed346184c33c66c11ee6d55057e7b1d83fb1cbd11e	SignedValidSelfIssuedrequireExplicitPolicyTest6.p7m
81777f1502a921ca.cms	4365	81777f1502a921ca50ab79aecec7bd252daf92c4bcefaaaccad3cbdfc7b426f8	SignedValidSeparateCertificateandCRLKeysTest19.p7m
699250ed9fefb122.cms	3335	699250ed9fefb1222f01a457585057a05ae9202c39f7fdb996ed998e91d60e31	SignedValidSignaturesTest1.p7m
9a0db8f18af3d966.cms	3788	9a0db8f18af3d9665dd9ae81de4b4ac5575fbb8ba2487a72557f1a5280037780	SignedValidTwoCRLsTest7.p7m
0a1ef9b2e4dc63f2.cms	3457	0a1ef9b2e4dc63f2e4f4f2601d83ed37ab02a8f569fcbdbe12d462cefd06976d	SignedValidURInameConstraintsTest34.p7m
0f76defab879df41.cms	3462	0f76defab879df4140ff4e74dd1ae7e41255700a8cc1bbfb086f29563744afb5	SignedValidURInameConstraintsTest36.p7m
fa010445f0f9dcfe.cms	3426	fa010445f0f9dcfe157db5f95e18b3287648f2fa8c0805abe07b2f541008c22a	SignedValidUTF8StringCaseInsensitiveMatchTest11.p7m
75cb05b90de14b9c.cms	3314	75cb05b90de14b9c6be35a4fab4f8b950d92cef5aa0967d64210ab5a22ebf544	SignedValidUTF8StringEncodedNamesTest9.p7m
7abd5899f437c44f.cms	1987	7abd5899f437c44fc69d37401f630bcbdc61396d1a95d4dc6fb85c910a6fa53c	SignedValidUnknownNotCriticalCertificateExtensionTest1.p7m
4a1ecf71bc70baad.cms	3392	4a1ecf71bc70baad9d4b43aace50571283585190d06c13e51f7afe1d4dc05d95	SignedValidbasicConstraintsNotCriticalTest4.p7m
fa51fef4364bb56b.cms	5296	fa51fef4364bb56bbf2a05163dfc09215e0c8e85d708c1080a53c459f8fa29d1	SignedValidcRLIssuerTest28.p7m
6f0b74399131c8b2.cms	5205	6f0b74399131c8b2676ab2cdb00afb34e15d11e5467fe1011aa5762ee22c8f46	SignedValidcRLIssuerTest29.p7m
352be3701bb54587.cms	4864	352be3701bb545875417a8f3f7eccbba48fbf0666aef708ed2847f92b4d49386	SignedValidcRLIssuerTest30.p7m
99c8547eb1904d50.cms	5557	99c8547eb1904d50814c5e5f5d737fa64c5dc2a8cb02794de3719d105bda50cb	SignedValidcRLIssuerTest33.p7m
2ca9ab0783638562.cms	4281	2ca9ab0783638562259955c15589b7f4ad043d96a95322208c82efd98b0cca65	SignedValiddeltaCRLTest2.p7m
5602a6ad92cffe6c.cms	4281	5602a6ad92cffe6cb9feb57387875309dd58d0a559ce1f5db70ba61e450f4b88	SignedValiddeltaCRLTest5.p7m
9292c240c05ae47c.cms	4281	9292c240c05ae47c170b53a090286159dd6e8e5c82e7770bcd08a7e262e11a15	SignedValiddeltaCRLTest7.p7m
363b3dc6c91ad9b2.cms	4109	363b3dc6c91ad9b2060633d4dbb762edc2762993f9ae91bd62cf18c8ce1078ee	SignedValiddeltaCRLTest8.p7m
b24a6ec19ef9677a.cms	3664	b24a6ec19ef9677a5198165d237a01d4763d6c41b8d8d773689e8b7abfc5fdd6	SignedValiddistributionPointTest1.p7m
cc430fac8f98bccc.cms	3577	cc430fac8f98bccc983a6a54018de75efa9990623f8ea33a6efbc95ec394c69e	SignedValiddistributionPointTest4.p7m
756cc38f8cfbfc7f.cms	3489	756cc38f8cfbfc7f266e19ac11095a0adbbf1475312670bc679da9de62e8dadd	SignedValiddistributionPointTest5.p7m
ab54fe3020f801fb.cms	3576	ab54fe3020f801fb0019960414b368cad5011ca7b3a87cd34d5755f15ae88028	SignedValiddistributionPointTest7.p7m
3fd26d71c5754582.cms	3373	3fd26d71c5754582e31afbd7185d805cdc8ab54675fb383d9a493c0224acf947	SignedValidinhibitAnyPolicyTest2.p7m
7e9bfd6892c9335a.cms	4900	7e9bfd6892c9335af8a0cb76527e4f5ac88fb5b75bb789a351bd093fc328d9be	SignedValidinhibitPolicyMappingTest2.p7m
e01fc71b9060da94.cms	6377	e01fc71b9060da94b22c919e77eeb9c1dd7edc6ce619071f05c9e0d867d63d39	SignedValidinhibitPolicyMappingTest4.p7m
c6b2a26a7057228b.cms	3352	c6b2a26a7057228b4b395ebebe4806d610162c046b2b860d2760964ffc79e110	SignedValidkeyUsageNotCriticalTest3.p7m
7527a31a794ce701.cms	3380	7527a31a794ce7013ac0065dc069193e12b632a119f73f8557c1e1f21a060fdb	SignedValidonlyContainsCACertsCRLTest13.p7m
9d27d0f280ca1f93.cms	4330	9d27d0f280ca1f93c970da2cc2ec275c22f63c20ad87bb0ee324552031d413fa	SignedValidonlySomeReasonsTest18.p7m
9d27d0f280ca1f93-duplicate.cms	4330	9d27d0f280ca1f93c970da2cc2ec275c22f63c20ad87bb0ee324552031d413fa	SignedValidonlySomeReasonsTest19.p7m
76f888ceb5eca978.cms	7570	76f888ceb5eca978ee9d74aae4cfe249f3e919a7768256dfcbcafde3d16e7947	SignedValidpathLenConstraintTest13.p7m
275a434fc84e0979.cms	7587	275a434fc84e097911c7495683e668721e61d33bdd0361699013ac97ea57d21f	SignedValidpathLenConstraintTest14.p7m
eb257a2302721e72.cms	3342	eb257a2302721e72d627bfed028c29a5a3d4c0b152546af7f27dd62aec9664a0	SignedValidpathLenConstraintTest7.p7m
6774d1cc8a898044.cms	3359	6774d1cc8a89804490a18d452aad3a533a674e3edbba3150b726f56a4725c62d	SignedValidpathLenConstraintTest8.p7m
a5d0c1e7b924437f.cms	4745	a5d0c1e7b924437fa29edc2bcbe941572aad33e07ea1d9eb909af68e698accd9	SignedinhibitAnyPolicyTest3.p7m
